frozenset(['lug_boot_small']),frozenset(['persons_4']),0.3333333333333333
frozenset(['persons_4']),frozenset(['lug_boot_small']),0.3333333333333333
frozenset(['doors_2']),frozenset(['maint_vhigh']),0.25
frozenset(['maint_vhigh']),frozenset(['doors_2']),0.25
frozenset(['doors_3']),frozenset(['lug_boot_small']),0.33333333333333337
frozenset(['lug_boot_small']),frozenset(['doors_3']),0.25
frozenset(['maint_low']),frozenset(['class_good']),0.10648148148148148
frozenset(['class_good']),frozenset(['maint_low']),0.6666666666666666
frozenset(['class_good']),frozenset(['lug_boot_small']),0.30434782608695654
frozenset(['class_acc']),frozenset(['persons_more']),0.484375
frozenset(['persons_more']),frozenset(['class_acc']),0.32291666666666663
frozenset(['maint_med']),frozenset(['safety_low']),0.33333333333333337
frozenset(['safety_low']),frozenset(['maint_med']),0.25
frozenset(['safety_med']),frozenset(['doors_5_more']),0.25
frozenset(['doors_5_more']),frozenset(['safety_med']),0.33333333333333337
frozenset(['buying_high']),frozenset(['maint_low']),0.25
frozenset(['maint_low']),frozenset(['buying_high']),0.25
frozenset(['safety_low']),frozenset(['lug_boot_med']),0.3333333333333333
frozenset(['lug_boot_med']),frozenset(['safety_low']),0.3333333333333333
frozenset(['class_v_good']),frozenset(['maint_med']),0.4
frozenset(['maint_low']),frozenset(['lug_boot_med']),0.33333333333333337
frozenset(['lug_boot_med']),frozenset(['maint_low']),0.25
frozenset(['safety_high']),frozenset(['doors_5_more']),0.25
frozenset(['doors_5_more']),frozenset(['safety_high']),0.33333333333333337
frozenset(['lug_boot_small']),frozenset(['safety_med']),0.3333333333333333
frozenset(['safety_med']),frozenset(['lug_boot_small']),0.3333333333333333
frozenset(['doors_2']),frozenset(['persons_more']),0.33333333333333337
frozenset(['persons_more']),frozenset(['doors_2']),0.25
frozenset(['class_good']),frozenset(['buying_med']),0.3333333333333333
frozenset(['class_acc']),frozenset(['doors_4']),0.265625
frozenset(['doors_4']),frozenset(['class_acc']),0.23611111111111113
frozenset(['safety_high']),frozenset(['lug_boot_small']),0.3333333333333333
frozenset(['lug_boot_small']),frozenset(['safety_high']),0.3333333333333333
